,City mpg,Classification,Driveline,Engine Type,Fuel Type,Height,Highway mpg,Horsepower,Hybrid,ID,Length,Make,Model Year,Number of Forward Gears,Torque,Transmission,Width,Year
3916,13,Automatic transmission,Rear-wheel drive,Nissan 5.6L 8 Cylinder 317 hp 385 ft-lbs,Gasoline,102,18,317,False,2011 Nissan Titan King Cab S,72,Nissan,2011 Nissan Titan,5,385,5 Speed Automatic,227,2011
3917,12,Automatic transmission,Four-wheel drive,Nissan 5.6L 8 Cylinder 317 hp 385 ft-lbs,Gasoline,140,17,317,False,2011 Nissan Titan King Cab S 4x4,72,Nissan,2011 Nissan Titan,5,385,5 Speed Automatic,227,2011
3918,13,Automatic transmission,Rear-wheel drive,Nissan 5.6L 8 Cylinder 317 hp 385 ft-lbs,Gasoline,102,18,317,False,2011 Nissan Titan King Cab SV,72,Nissan,2011 Nissan Titan,5,385,5 Speed Automatic,227,2011
3919,12,Automatic transmission,Four-wheel drive,Nissan 5.6L 8 Cylinder 317 hp 385 ft-lbs,Gasoline,140,17,317,False,2011 Nissan Titan King Cab SV 4x4,72,Nissan,2011 Nissan Titan,5,385,5 Speed Automatic,227,2011
3920,12,Automatic transmission,Four-wheel drive,Nissan 5.6L 8 Cylinder 317 hp 385 ft-lbs,Gasoline,153,17,317,False,2011 Nissan Titan King Cab PRO-4X,72,Nissan,2011 Nissan Titan,5,385,5 Speed Automatic,227,2011
3921,13,Automatic transmission,Rear-wheel drive,Nissan 5.6L 8 Cylinder 317 hp 385 ft-lbs,Gasoline,105,18,317,False,2011 Nissan Titan Crew Cab S,72,Nissan,2011 Nissan Titan,5,385,5 Speed Automatic,227,2011
3922,12,Automatic transmission,Four-wheel drive,Nissan 5.6L 8 Cylinder 317 hp 385 ft-lbs,Gasoline,146,17,317,False,2011 Nissan Titan Crew Cab S 4x4,72,Nissan,2011 Nissan Titan,5,385,5 Speed Automatic,227,2011
3923,13,Automatic transmission,Rear-wheel drive,Nissan 5.6L 8 Cylinder 317 hp 385 ft-lbs,Gasoline,105,18,317,False,2011 Nissan Titan Crew Cab SV,72,Nissan,2011 Nissan Titan,5,385,5 Speed Automatic,227,2011
3924,13,Automatic transmission,Rear-wheel drive,Nissan 5.6L 8 Cylinder 317 hp 385 ft-lbs,Gasoline,105,18,317,False,2011 Nissan Titan Crew Cab SV Long Bed,58,Nissan,2011 Nissan Titan,5,385,5 Speed Automatic,227,2011
3925,12,Automatic transmission,Four-wheel drive,Nissan 5.6L 8 Cylinder 317 hp 385 ft-lbs,Gasoline,146,17,317,False,2011 Nissan Titan Crew Cab SV 4x4,72,Nissan,2011 Nissan Titan,5,385,5 Speed Automatic,227,2011
3926,12,Automatic transmission,Four-wheel drive,Nissan 5.6L 8 Cylinder 317 hp 385 ft-lbs,Gasoline,146,17,317,False,2011 Nissan Titan Crew Cab SV Long Bed 4x4,58,Nissan,2011 Nissan Titan,5,385,5 Speed Automatic,227,2011
3927,12,Automatic transmission,Four-wheel drive,Nissan 5.6L 8 Cylinder 317 hp 385 ft-lbs,Gasoline,161,17,317,False,2011 Nissan Titan Crew Cab PRO-4X,72,Nissan,2011 Nissan Titan,5,385,5 Speed Automatic,227,2011
3928,13,Automatic transmission,Rear-wheel drive,Nissan 5.6L 8 Cylinder 317 hp 385 ft-lbs,Gasoline,115,18,317,False,2011 Nissan Titan Crew Cab SL,72,Nissan,2011 Nissan Titan,5,385,5 Speed Automatic,227,2011
3929,12,Automatic transmission,Four-wheel drive,Nissan 5.6L 8 Cylinder 317 hp 385 ft-lbs,Gasoline,156,17,317,False,2011 Nissan Titan Crew Cab SL 4x4,72,Nissan,2011 Nissan Titan,5,385,5 Speed Automatic,227,2011
3930,13,Automatic transmission,Rear-wheel drive,Nissan 5.6L 8 Cylinder 317 hp 385 ft-lbs FFV,Gasoline,102,18,317,False,2011 Nissan Titan King Cab S FFV,72,Nissan,2011 Nissan Titan,5,385,5 Speed Automatic,227,2011
3931,12,Automatic transmission,Four-wheel drive,Nissan 5.6L 8 Cylinder 317 hp 385 ft-lbs FFV,Gasoline,140,17,317,False,2011 Nissan Titan King Cab S 4x4 FFV,72,Nissan,2011 Nissan Titan,5,385,5 Speed Automatic,227,2011
3932,15,Automatic transmission,Rear-wheel drive,Dodge 3.7L 6 Cylinder 210 hp 235 ft-lbs,Gasoline,206,20,210,False,2010 Dodge Ram Dakota ST Extended Cab 4x2,173,Dodge,2010 Dodge Dakota,4,235,4 Speed Automatic,29,2010
3933,14,Automatic transmission,Four-wheel drive,Dodge 3.7L 6 Cylinder 210 hp 235 ft-lbs,Gasoline,206,18,210,False,2010 Dodge Ram Dakota ST Extended Cab 4x4,173,Dodge,2010 Dodge Dakota,4,235,4 Speed Automatic,29,2010
3934,15,Automatic transmission,Rear-wheel drive,Dodge 3.7L 6 Cylinder 210 hp 235 ft-lbs,Gasoline,208,20,210,False,2010 Dodge Ram Dakota Bighorn/Lonestar Crew Cab 4x2,173,Dodge,2010 Dodge Dakota,4,235,4 Speed Automatic,29,2010
3935,14,Automatic transmission,Rear-wheel drive,Dodge 4.7L 8 Cylinder 302 hp 329 ft-lbs FFV,Gasoline,208,19,302,False,2010 Dodge Ram Dakota Bighorn/Lonestar Crew Cab 302 hp 4x2,173,Dodge,2010 Dodge Dakota,5,329,5 Speed Automatic,29,2010
3936,14,Automatic transmission,Four-wheel drive,Dodge 3.7L 6 Cylinder 210 hp 235 ft-lbs,Gasoline,206,18,210,False,2010 Dodge Ram Dakota Bighorn/Lonestar Crew Cab 4x4,173,Dodge,2010 Dodge Dakota,4,235,4 Speed Automatic,29,2010
3937,14,Automatic transmission,Four-wheel drive,Dodge 4.7L 8 Cylinder 302 hp 329 ft-lbs FFV,Gasoline,206,14,302,False,2010 Dodge Ram Dakota Bighorn/Lonestar Crew Cab 302 hp 4x4,173,Dodge,2010 Dodge Dakota,5,329,5 Speed Automatic,29,2010
3938,15,Automatic transmission,Rear-wheel drive,Dodge 3.7L 6 Cylinder 210 hp 235 ft-lbs,Gasoline,206,20,210,False,2010 Dodge Ram Dakota Bighorn/Lonestar Extended Cab 4x2,173,Dodge,2010 Dodge Dakota,4,235,4 Speed Automatic,29,2010
3939,14,Automatic transmission,Rear-wheel drive,Dodge 4.7L 8 Cylinder 302 hp 329 ft-lbs FFV,Gasoline,206,19,302,False,2010 Dodge Ram Dakota Bighorn/Lonestar Extended Cab 302 hp 4x2,173,Dodge,2010 Dodge Dakota,5,329,5 Speed Automatic,29,2010
3940,14,Automatic transmission,Four-wheel drive,Dodge 3.7L 6 Cylinder 210 hp 235 ft-lbs,Gasoline,206,18,210,False,2010 Dodge Ram Dakota Bighorn/Lonestar Extended Cab 4x4,173,Dodge,2010 Dodge Dakota,4,235,4 Speed Automatic,29,2010
3941,9,Automatic transmission,Four-wheel drive,Dodge 4.7L 8 Cylinder 302 hp 329 ft-lbs FFV,E85,206,12,302,False,2010 Dodge Ram Dakota Bighorn/Lonestar Extended Cab 302 hp 4x4,173,Dodge,2010 Dodge Dakota,5,329,5 Speed Automatic,29,2010
3942,15,Automatic transmission,Rear-wheel drive,Dodge 3.7L 6 Cylinder 210 hp 235 ft-lbs,Gasoline,208,20,210,False,2010 Dodge Ram Dakota Laramie Crew Cab 4x2,173,Dodge,2010 Dodge Dakota,4,235,4 Speed Automatic,29,2010
3943,14,Automatic transmission,Rear-wheel drive,Dodge 4.7L 8 Cylinder 302 hp 329 ft-lbs FFV,Gasoline,208,19,302,False,2010 Dodge Ram Dakota Laramie Crew Cab 302 hp 4x2,173,Dodge,2010 Dodge Dakota,5,329,5 Speed Automatic,29,2010
3944,14,Automatic transmission,Four-wheel drive,Dodge 3.7L 6 Cylinder 210 hp 235 ft-lbs,Gasoline,206,18,210,False,2010 Dodge Ram Dakota Laramie Crew Cab 4x4,173,Dodge,2010 Dodge Dakota,4,235,4 Speed Automatic,29,2010
3945,14,Automatic transmission,Four-wheel drive,Dodge 4.7L 8 Cylinder 302 hp 329 ft-lbs FFV,Gasoline,206,19,302,False,2010 Dodge Ram Dakota Laramie Crew Cab 302 hp 4x4,173,Dodge,2010 Dodge Dakota,5,329,5 Speed Automatic,29,2010
3946,19,Manual transmission,All-wheel drive,Subaru 2.5L 4 cylinder 265 hp 244 ft-lbs Turbo,Gasoline,195,25,265,False,2011 Subaru Impreza WRX Limited Hatchback,62,Subaru,2011 Subaru Impreza WRX Hatchback,5,244,5 Speed Manual,3,2011
3947,19,Manual transmission,All-wheel drive,Subaru 2.5L 4 cylinder 265 hp 244 ft-lbs Turbo,Gasoline,195,25,265,False,2011 Subaru Impreza WRX Premium Hatchback,62,Subaru,2011 Subaru Impreza WRX Hatchback,5,244,5 Speed Manual,3,2011
3948,18,Manual transmission,All-wheel drive,Subaru 2.5L 4 cylinder 265 hp 244 ft-lbs Turbo,Gasoline,195,25,265,False,2010 Subaru Impreza WRX Premium Hatchback,62,Subaru,2010 Subaru Impreza WRX Hatchback,5,244,5 Speed Manual,203,2010
3949,18,Manual transmission,All-wheel drive,Subaru 2.5L 4 cylinder 265 hp 244 ft-lbs Turbo,Gasoline,195,25,265,False,2010 Subaru Impreza WRX Limited Hatchback,62,Subaru,2010 Subaru Impreza WRX Hatchback,5,244,5 Speed Manual,203,2010
3950,15,Automatic transmission,Rear-wheel drive,Chevrolet 5.3L 8 Cylinder 315 hp 338 ft-lbs FFV,Gasoline,82,21,315,False,2011 Chevrolet Silverado 1500 Crew Cab Work Truck  5.3L,215,Chevrolet,2011 Chevrolet Silverado 1500,6,338,6 Speed Automatic,240,2011
3951,14,Automatic transmission,Rear-wheel drive,Chevrolet 4.8L 8 Cylinder 302 hp 305 ft-lbs FFV,Gasoline,82,19,302,False,2011 Chevrolet Silverado 1500 Crew Cab LS,215,Chevrolet,2011 Chevrolet Silverado 1500,4,305,4 Speed Automatic,240,2011
3952,10,Automatic transmission,Rear-wheel drive,Chevrolet 4.8L 8 Cylinder 302 hp 305 ft-lbs FFV,E85,82,14,302,False,2011 Chevrolet Silverado 1500 Crew Cab LT,215,Chevrolet,2011 Chevrolet Silverado 1500,4,305,4 Speed Automatic,240,2011
3953,13,Automatic transmission,Rear-wheel drive,Chevrolet 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,Gasoline,82,18,403,False,2011 Chevrolet Silverado 1500 Crew Cab LT 6.2L,215,Chevrolet,2011 Chevrolet Silverado 1500,6,417,6 Speed Automatic,240,2011
3954,11,Automatic transmission,Rear-wheel drive,Chevrolet 5.3L 8 Cylinder 315 hp 338 ft-lbs FFV,E85,82,16,315,False,2011 Chevrolet Silverado 1500 Crew Cab Work Truck  5.3L,215,Chevrolet,2011 Chevrolet Silverado 1500,6,338,6 Speed Automatic,240,2011
3955,11,Automatic transmission,Rear-wheel drive,Chevrolet 5.3L 8 Cylinder 315 hp 338 ft-lbs FFV,E85,82,16,315,False,2011 Chevrolet Silverado 1500 Crew Cab LTZ,215,Chevrolet,2011 Chevrolet Silverado 1500,6,338,6 Speed Automatic,240,2011
3956,9,Automatic transmission,Rear-wheel drive,Chevrolet 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,E85,82,13,403,False,2011 Chevrolet Silverado 1500 Crew Cab LTZ  6.2L,215,Chevrolet,2011 Chevrolet Silverado 1500,6,417,6 Speed Automatic,240,2011
3957,13,Automatic transmission,Four-wheel drive,Chevrolet 4.8L 8 Cylinder 302 hp 305 ft-lbs FFV,Gasoline,79,18,302,False,2011 Chevrolet Silverado 1500 Crew Cab Work Truck 4WD,215,Chevrolet,2011 Chevrolet Silverado 1500,4,305,4 Speed Automatic,240,2011
3958,15,Automatic transmission,Four-wheel drive,Chevrolet 5.3L 8 Cylinder 315 hp 338 ft-lbs FFV,Gasoline,79,21,315,False,2011 Chevrolet Silverado 1500 Crew Cab Work Truck  5.3L 4WD,215,Chevrolet,2011 Chevrolet Silverado 1500,6,338,6 Speed Automatic,240,2011
3959,13,Automatic transmission,Four-wheel drive,Chevrolet 4.8L 8 Cylinder 302 hp 305 ft-lbs FFV,Gasoline,79,18,302,False,2011 Chevrolet Silverado 1500 Crew Cab LS 4WD,207,Chevrolet,2011 Chevrolet Silverado 1500,4,305,4 Speed Automatic,240,2011
3960,10,Automatic transmission,Four-wheel drive,Chevrolet 4.8L 8 Cylinder 302 hp 305 ft-lbs FFV,E85,79,13,302,False,2011 Chevrolet Silverado 1500 Crew Cab LT 4WD,215,Chevrolet,2011 Chevrolet Silverado 1500,4,305,4 Speed Automatic,240,2011
3961,12,Automatic transmission,Four-wheel drive,Chevrolet 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,Gasoline,79,18,403,False,2011 Chevrolet Silverado 1500 Crew Cab LT 6.2L 4WD,215,Chevrolet,2011 Chevrolet Silverado 1500,6,417,6 Speed Automatic,240,2011
3962,15,Automatic transmission,Four-wheel drive,Chevrolet 5.3L 8 Cylinder 315 hp 338 ft-lbs FFV,Gasoline,79,21,315,False,2011 Chevrolet Silverado 1500 Crew Cab LTZ 4WD,215,Chevrolet,2011 Chevrolet Silverado 1500,6,338,6 Speed Automatic,240,2011
3963,9,Automatic transmission,Four-wheel drive,Chevrolet 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,E85,79,13,403,False,2011 Chevrolet Silverado 1500 Crew Cab LTZ  6.2L 4WD,215,Chevrolet,2011 Chevrolet Silverado 1500,6,417,6 Speed Automatic,240,2011
3964,18,Automatic transmission,All-wheel drive,Subaru 3.6L 6 cylinder 256 hp 247 ft-lbs,Gasoline,226,25,256,False,2011 Subaru Legacy 3.6R Premium,126,Subaru,2011 Subaru Legacy,5,247,5 Speed Automatic Select Shift,29,2011
3965,18,Automatic transmission,All-wheel drive,Subaru 3.6L 6 cylinder 256 hp 247 ft-lbs,Gasoline,226,25,256,False,2011 Subaru Legacy 3.6R Limited,126,Subaru,2011 Subaru Legacy,5,247,5 Speed Automatic Select Shift,29,2011
3966,10,Automatic transmission,Rear-wheel drive,Chevrolet 4.8L 8 Cylinder 302 hp 305 ft-lbs FFV,E85,85,14,302,False,2011 Chevrolet Silverado 1500 Extended Cab Work Truck 4.8L,215,Chevrolet,2011 Chevrolet Silverado 1500,4,305,4 Speed Automatic,237,2011
3967,11,Automatic transmission,Rear-wheel drive,Chevrolet 5.3L 8 Cylinder 315 hp 338 ft-lbs FFV,E85,85,16,315,False,2011 Chevrolet Silverado 1500 Extended Cab Work Truck 5.3L,215,Chevrolet,2011 Chevrolet Silverado 1500,6,338,6 Speed Automatic,237,2011
3968,14,Automatic transmission,Front-wheel drive,Chevrolet 4.8L 8 Cylinder 302 hp 305 ft-lbs FFV,Gasoline,85,19,302,False,2011 Chevrolet Silverado 1500 Extended Cab LS,215,Chevrolet,2011 Chevrolet Silverado 1500,4,305,4 Speed Automatic,237,2011
3969,10,Automatic transmission,Rear-wheel drive,Chevrolet 4.8L 8 Cylinder 302 hp 305 ft-lbs FFV,E85,85,14,302,False,2011 Chevrolet Silverado 1500 Extended Cab LT,215,Chevrolet,2011 Chevrolet Silverado 1500,4,305,4 Speed Automatic,237,2011
3970,9,Automatic transmission,Rear-wheel drive,Chevrolet 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,E85,85,13,403,False,2011 Chevrolet Silverado 1500 Extended Cab LT 6.2L,215,Chevrolet,2011 Chevrolet Silverado 1500,6,417,6 Speed Automatic,237,2011
3971,15,Automatic transmission,Rear-wheel drive,Chevrolet 5.3L 8 Cylinder 315 hp 338 ft-lbs FFV,Gasoline,85,21,315,False,2011 Chevrolet Silverado 1500 Extended Cab LTZ,215,Chevrolet,2011 Chevrolet Silverado 1500,6,338,6 Speed Automatic,237,2011
3972,9,Automatic transmission,Rear-wheel drive,Chevrolet 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,E85,85,13,403,False,2011 Chevrolet Silverado 1500 Extended Cab LTZ  6.2L,215,Chevrolet,2011 Chevrolet Silverado 1500,6,417,6 Speed Automatic,237,2011
3973,10,Automatic transmission,Four-wheel drive,Chevrolet 4.8L 8 Cylinder 302 hp 305 ft-lbs FFV,E85,96,13,302,False,2011 Chevrolet Silverado 1500 Extended Cab Work Truck 4WD,215,Chevrolet,2011 Chevrolet Silverado 1500,4,305,4 Speed Automatic,237,2011
3974,11,Automatic transmission,Four-wheel drive,Chevrolet 5.3L 8 Cylinder 315 hp 338 ft-lbs FFV,E85,79,16,315,False,2011 Chevrolet Silverado 1500 Extended Cab Work Truck  5.3L 4WD,215,Chevrolet,2011 Chevrolet Silverado 1500,6,338,6 Speed Automatic,237,2011
3975,10,Automatic transmission,Four-wheel drive,Chevrolet 4.8L 8 Cylinder 302 hp 305 ft-lbs FFV,E85,79,13,302,False,2011 Chevrolet Silverado 1500 Extended Cab LS 4WD,215,Chevrolet,2011 Chevrolet Silverado 1500,4,305,4 Speed Automatic,237,2011
3976,10,Automatic transmission,Four-wheel drive,Chevrolet 4.8L 8 Cylinder 302 hp 305 ft-lbs FFV,E85,79,13,302,False,2011 Chevrolet Silverado 1500 Extended Cab LT 4WD,215,Chevrolet,2011 Chevrolet Silverado 1500,4,305,4 Speed Automatic,237,2011
3977,9,Automatic transmission,Four-wheel drive,Chevrolet 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,E85,79,13,403,False,2011 Chevrolet Silverado 1500 Extended Cab LT 6.2L 4WD,215,Chevrolet,2011 Chevrolet Silverado 1500,6,417,6 Speed Automatic,237,2011
3978,15,Automatic transmission,Four-wheel drive,Chevrolet 5.3L 8 Cylinder 315 hp 338 ft-lbs FFV,Gasoline,79,21,315,False,2011 Chevrolet Silverado 1500 Extended Cab LTZ 4WD,215,Chevrolet,2011 Chevrolet Silverado 1500,6,338,6 Speed Automatic,237,2011
3979,12,Automatic transmission,Four-wheel drive,Chevrolet 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,Gasoline,79,18,403,False,2011 Chevrolet Silverado 1500 Extended Cab LTZ  6.2L 4WD,215,Chevrolet,2011 Chevrolet Silverado 1500,6,417,6 Speed Automatic,237,2011
3980,11,Automatic transmission,Rear-wheel drive,Chevrolet 5.3L 8 Cylinder 315 hp 338 ft-lbs FFV,E85,77,16,315,False,2011 Chevrolet Silverado 1500 Extended Cab Long Box Work Truck,185,Chevrolet,2011 Chevrolet Silverado 1500,6,338,6 Speed Automatic,237,2011
3981,15,Automatic transmission,Rear-wheel drive,Chevrolet 5.3L 8 Cylinder 315 hp 338 ft-lbs FFV,Gasoline,77,21,315,False,2011 Chevrolet Silverado 1500 Extended Cab Long Box LT,185,Chevrolet,2011 Chevrolet Silverado 1500,6,338,6 Speed Automatic,237,2011
3982,15,Automatic transmission,Rear-wheel drive,Chevrolet 5.3L 8 Cylinder 315 hp 338 ft-lbs FFV,Gasoline,77,21,315,False,2011 Chevrolet Silverado 1500 Extended Cab Long Box LTZ,185,Chevrolet,2011 Chevrolet Silverado 1500,6,338,6 Speed Automatic,237,2011
3983,11,Automatic transmission,Four-wheel drive,Chevrolet 5.3L 8 Cylinder 315 hp 338 ft-lbs FFV,E85,77,16,315,False,2011 Chevrolet Silverado 1500 Extended Cab Long Box  Work Truck 4WD,185,Chevrolet,2011 Chevrolet Silverado 1500,6,338,6 Speed Automatic,237,2011
3984,15,Automatic transmission,Four-wheel drive,Chevrolet 5.3L 8 Cylinder 315 hp 338 ft-lbs FFV,Gasoline,77,21,315,False,2011 Chevrolet Silverado 1500 Extended Cab  Long Box  LT 4WD,185,Chevrolet,2011 Chevrolet Silverado 1500,6,338,6 Speed Automatic,237,2011
3985,15,Automatic transmission,Four-wheel drive,Chevrolet 5.3L 8 Cylinder 315 hp 338 ft-lbs FFV,Gasoline,77,21,315,False,2011 Chevrolet Silverado 1500 Extended Cab Long Box LTZ 4WD,185,Chevrolet,2011 Chevrolet Silverado 1500,6,338,6 Speed Automatic,237,2011
3986,13,Automatic transmission,Rear-wheel drive,Nissan 5.6L 8 Cylinder 317 hp 385 ft-lbs FFV,Gasoline,102,18,317,False,2011 Nissan Titan King Cab SV FFV,72,Nissan,2011 Nissan Titan,5,385,5 Speed Automatic,227,2011
3987,9,Automatic transmission,Four-wheel drive,Nissan 5.6L 8 Cylinder 317 hp 385 ft-lbs FFV,E85,140,13,317,False,2011 Nissan Titan King Cab SV 4x4 FFV,72,Nissan,2011 Nissan Titan,5,385,5 Speed Automatic,227,2011
3988,9,Automatic transmission,Four-wheel drive,Nissan 5.6L 8 Cylinder 317 hp 385 ft-lbs FFV,E85,153,13,317,False,2011 Nissan Titan King Cab PRO-4X FFV,72,Nissan,2011 Nissan Titan,5,385,5 Speed Automatic,227,2011
3989,13,Automatic transmission,Rear-wheel drive,Nissan 5.6L 8 Cylinder 317 hp 385 ft-lbs FFV,Gasoline,105,18,317,False,2011 Nissan Titan Crew Cab S FFV,72,Nissan,2011 Nissan Titan,5,385,5 Speed Automatic,227,2011
3990,12,Automatic transmission,Four-wheel drive,Nissan 5.6L 8 Cylinder 317 hp 385 ft-lbs FFV,Gasoline,146,17,317,False,2011 Nissan Titan Crew Cab S 4x4 FFV,72,Nissan,2011 Nissan Titan,5,385,5 Speed Automatic,227,2011
3991,13,Automatic transmission,Rear-wheel drive,Nissan 5.6L 8 Cylinder 317 hp 385 ft-lbs FFV,Gasoline,105,18,317,False,2011 Nissan Titan Crew Cab SV FFV,72,Nissan,2011 Nissan Titan,5,385,5 Speed Automatic,227,2011
3992,13,Automatic transmission,Rear-wheel drive,Nissan 5.6L 8 Cylinder 317 hp 385 ft-lbs FFV,Gasoline,105,18,317,False,2011 Nissan Titan Crew Cab SV Long Bed FFV,58,Nissan,2011 Nissan Titan,5,385,5 Speed Automatic,227,2011
3993,12,Automatic transmission,Four-wheel drive,Nissan 5.6L 8 Cylinder 317 hp 385 ft-lbs FFV,Gasoline,146,17,317,False,2011 Nissan Titan Crew Cab SV 4x4 FFV,72,Nissan,2011 Nissan Titan,5,385,5 Speed Automatic,227,2011
3994,12,Automatic transmission,Four-wheel drive,Nissan 5.6L 8 Cylinder 317 hp 385 ft-lbs FFV,Gasoline,146,17,317,False,2011 Nissan Titan Crew Cab SV Long Bed 4x4 FFV,58,Nissan,2011 Nissan Titan,5,385,5 Speed Automatic,227,2011
3995,12,Automatic transmission,Four-wheel drive,Nissan 5.6L 8 Cylinder 317 hp 385 ft-lbs FFV,Gasoline,161,17,317,False,2011 Nissan Titan Crew Cab PRO-4X FFV,72,Nissan,2011 Nissan Titan,5,385,5 Speed Automatic,227,2011
3996,13,Automatic transmission,Rear-wheel drive,Nissan 5.6L 8 Cylinder 317 hp 385 ft-lbs FFV,Gasoline,115,18,317,False,2011 Nissan Titan Crew Cab SL FFV,72,Nissan,2011 Nissan Titan,5,385,5 Speed Automatic,227,2011
3997,12,Automatic transmission,Four-wheel drive,Nissan 5.6L 8 Cylinder 317 hp 385 ft-lbs FFV,Gasoline,156,17,317,False,2011 Nissan Titan Crew Cab SL 4x4 FFV,72,Nissan,2011 Nissan Titan,5,385,5 Speed Automatic,227,2011
3998,14,Automatic transmission,Rear-wheel drive,Chevrolet 4.8L 8 Cylinder 302 hp 305 ft-lbs FFV,Gasoline,77,19,302,False,2010 Chevrolet Silverado 1500 Work Truck 4.8L,102,Chevrolet,2010 Chevrolet Silverado 1500,4,305,4 Speed Automatic,237,2010
3999,11,Automatic transmission,Rear-wheel drive,Chevrolet 5.3L 8 Cylinder 315 hp 335 ft-lbs FFV,E85,77,16,315,False,2010 Chevrolet Silverado 1500 Work Truck 5.3L,102,Chevrolet,2010 Chevrolet Silverado 1500,6,335,6 Speed Automatic,237,2010
4000,10,Automatic transmission,Rear-wheel drive,Chevrolet 4.8L 8 Cylinder 302 hp 305 ft-lbs FFV,E85,77,14,302,False,2010 Chevrolet Silverado 1500 LT,102,Chevrolet,2010 Chevrolet Silverado 1500,4,305,4 Speed Automatic,237,2010
4001,11,Automatic transmission,Rear-wheel drive,Chevrolet 5.3L 8 Cylinder 315 hp 335 ft-lbs FFV,E85,77,16,315,False,2010 Chevrolet Silverado 1500 LT 5.3L,102,Chevrolet,2010 Chevrolet Silverado 1500,6,335,6 Speed Automatic,237,2010
4002,14,Automatic transmission,Four-wheel drive,Chevrolet 4.3L 6 Cylinder 195 hp 260 ft-lbs,Gasoline,82,18,195,False,2010 Chevrolet Silverado 1500 Work Truck 4WD,102,Chevrolet,2010 Chevrolet Silverado 1500,4,260,4 Speed Automatic,237,2010
4003,13,Automatic transmission,Four-wheel drive,Chevrolet 4.8L 8 Cylinder 302 hp 305 ft-lbs FFV,Gasoline,82,18,302,False,2010 Chevrolet Silverado 1500 Work Truck 4.8L 4WD,102,Chevrolet,2010 Chevrolet Silverado 1500,4,305,4 Speed Automatic,237,2010
4004,11,Automatic transmission,Four-wheel drive,Chevrolet 5.3L 8 Cylinder 315 hp 335 ft-lbs FFV,E85,82,16,315,False,2010 Chevrolet Silverado 1500 Work Truck 5.3L 4WD,102,Chevrolet,2010 Chevrolet Silverado 1500,6,335,6 Speed Automatic,237,2010
4005,10,Automatic transmission,Four-wheel drive,Chevrolet 4.8L 8 Cylinder 302 hp 305 ft-lbs FFV,E85,82,13,302,False,2010 Chevrolet Silverado 1500 LT 4WD,102,Chevrolet,2010 Chevrolet Silverado 1500,4,305,4 Speed Automatic,237,2010
4006,11,Automatic transmission,Four-wheel drive,Chevrolet 5.3L 8 Cylinder 315 hp 335 ft-lbs FFV,E85,82,16,315,False,2010 Chevrolet Silverado 1500 LT 5.3L 4WD,102,Chevrolet,2010 Chevrolet Silverado 1500,6,335,6 Speed Automatic,237,2010
4007,15,Automatic transmission,Rear-wheel drive,Chevrolet 4.3L 6 Cylinder 195 hp 260 ft-lbs,Gasoline,74,20,195,False,2010 Chevrolet Silverado 1500 Long Box Work Truck,70,Chevrolet,2010 Chevrolet Silverado 1500,4,260,4 Speed Automatic,237,2010
4008,14,Automatic transmission,Rear-wheel drive,Chevrolet 4.8L 8 Cylinder 302 hp 305 ft-lbs FFV,Gasoline,74,19,302,False,2010 Chevrolet Silverado 1500 Long Box Work Truck 4.8L,70,Chevrolet,2010 Chevrolet Silverado 1500,4,305,4 Speed Automatic,237,2010
4009,11,Automatic transmission,Rear-wheel drive,Chevrolet 5.3L 8 Cylinder 315 hp 335 ft-lbs FFV,E85,74,16,315,False,2010 Chevrolet Silverado 1500 Long Box Work Truck 5.3L,70,Chevrolet,2010 Chevrolet Silverado 1500,6,335,6 Speed Automatic,237,2010
4010,14,Automatic transmission,Rear-wheel drive,Chevrolet 4.8L 8 Cylinder 302 hp 305 ft-lbs FFV,Gasoline,74,19,302,False,2010 Chevrolet Silverado 1500 Long Box LT,70,Chevrolet,2010 Chevrolet Silverado 1500,4,305,4 Speed Automatic,237,2010
4011,11,Automatic transmission,Rear-wheel drive,Chevrolet 5.3L 8 Cylinder 315 hp 335 ft-lbs FFV,E85,74,16,315,False,2010 Chevrolet Silverado 1500 Long Box  LT 5.3L,70,Chevrolet,2010 Chevrolet Silverado 1500,6,335,6 Speed Automatic,237,2010
4012,14,Automatic transmission,Four-wheel drive,Chevrolet 4.3L 6 Cylinder 195 hp 260 ft-lbs,Gasoline,82,18,195,False,2010 Chevrolet Silverado 1500 Long Box Work Truck 4WD,70,Chevrolet,2010 Chevrolet Silverado 1500,4,260,4 Speed Automatic,237,2010
4013,10,Automatic transmission,Four-wheel drive,Chevrolet 4.8L 8 Cylinder 302 hp 305 ft-lbs FFV,E85,82,13,302,False,2010 Chevrolet Silverado 1500 Long Box  Work Truck 4.8L 4WD,70,Chevrolet,2010 Chevrolet Silverado 1500,4,305,4 Speed Automatic,237,2010
